architecture,task_id,level,question,ground_truth,predicted,score,correct,partial,failure_cat,steps,tool_calls,tokens,time_sec,tool_usage,strategy,trace
reflexion,43,easy,By the year 2010 there were roughly how many bicycles worldwide?,1 billion,There were roughly over 1 billion bicycles worldwide by the year 2010.,0.0,False,False,multi_step_failure,3,1,266,6.74,{'web_search': 1},reflexion,"web_search(forced): Bicycle - Wikipedia: By the early 21st century, there were more than 1 billion bicycles. Bicycles are the principal means of transport in ...Missing: roughly | Show results with:ro"
reflexion,44,easy,"According to the Scaffold song 'Lily the Pink', who had 'terrible freckles'?",Jennifer Eccles,"According to the lyrics of the song, Lily the Pink had 'terrible freckles'.",0.0,False,False,knowledge_gap,3,1,380,11.55,{'web_search': 1},reflexion,"web_search(forced): Lily the Pink (song) - Wikipedia: ""Lily the Pink"" is a 1968 song released by the UK comedy group The Scaffold, which reached No. 1 in the UK Singles Chart. It is a modernisation of"
reflexion,45,easy,What is the title of the final and unfinished novel by Charles Dickens?,The Mystery of Edwin Drood,"The title of Charles Dickens' final and unfinished novel is ""The Mystery of Edwin Drood"".",0.0,False,False,knowledge_gap,3,1,266,9.01,{'web_search': 1},reflexion,"web_search(forced): The Mystery of Edwin Drood - Wikipedia: The Mystery of Edwin Drood is a novel by English author Charles Dickens, originally published in 1870. It was his final novel and was left u"
reflexion,46,easy,In which US state is the world’s largest volcano?,Hawaii,The final answer is Hawaii.,1.0,True,False,correct,3,1,370,9.95,{'web_search': 1},reflexion,"web_search(forced): Mauna Loa - Wikipedia: Mauna Loa (/ ˌmɔːnə ˈloʊ.ə, ˌmaʊnə -/, Hawaiian: [ˈmɐwnə ˈlowə]; lit. 'Long Mountain'[1]) is one of five volcanoes that form the Island of Hawaii in the U.S."
reflexion,47,easy,Which county did Ian Botham join when he left Somerset,Worcestershire,Durham.,0.0,False,False,knowledge_gap,3,1,280,9.1,{'web_search': 1},reflexion,"web_search(forced): Ian Botham - Wikipedia: Ian Terence Botham, Baron Botham (born 24 November 1955) is an English cricket commentator, member of the House of Lords, a former cricketer who has been ch"
reflexion,48,easy,The American roadrunner belongs to which family of birds?,Cuckoo,The final answer is: The cuckoo family.,1.0,True,False,correct,3,1,280,7.05,{'web_search': 1},reflexion,"web_search(forced): Roadrunner - Wikipedia: The roadrunners (genus Geococcyx), also known as chaparral birds or chaparral cocks, are two species of fast-running ground cuckoos with long tails and cres"
reflexion,49,medium,"What name is given to the dark gap between the rings of the planet Saturn, discovered in 1675?",Cassini's Division,The final answer is: Encke Gap.,0.0,False,False,knowledge_gap,3,1,289,9.1,{'web_search': 1},reflexion,"web_search(forced): Umbra, penumbra and antumbra - Wikipedia: The umbra, penumbra and antumbra are three distinct parts of a shadow, created by any light source after impinging on an opaque object.

R"
reflexion,50,easy,Which Europeans have been proved to have reached North America before Christopher Columbus?,Vikings,"According to the search results, there is proof that Vikings from Europe visited what is now Canada about 500 years before Columbus set sail. Addition",0.0,False,False,knowledge_gap,3,1,473,18.72,{'web_search': 1},reflexion,"web_search(forced): Exploration of North America - Wikipedia: European powers employed sailors and geographers to map and explore North America with the goal of economic, religious and military expans"
reflexion,51,medium,Sixty year old Cristina Fernandez de Kirchner is the current president of which South American count,ARGENTINA,Argentina.,1.0,True,False,correct,3,1,286,8.92,{'web_search': 1},reflexion,"web_search(forced): Cristina Fernández de Kirchner - Wikipedia: On 27 October 2019, Cristina Fernández de Kirchner was elected vice president, making her the first former head of state to assume the A"
reflexion,52,easy,What was the name of Shari Lewis' sassy sock puppet?,Lamb Chop.,Lamb Chop.,1.0,True,False,correct,3,1,276,5.85,{'web_search': 1},reflexion,"web_search(forced): Lamb Chop (puppet) - Wikipedia: Lamb Chop (puppet) Shari Lewis and her puppets Lamb Chop and Charlie Horse from The Ford Show, 1960 Lamb Chop is an anthropomorphic sheep sock puppe"
reflexion,53,easy,Vestiphobia is the irrational fear of which items?,Clothes,The final answer is Vestiphobia is the irrational fear of clothing.,0.0,False,False,knowledge_gap,3,1,281,7.53,{'web_search': 1},reflexion,web_search(forced): Vestiphobia | Phobiapedia | Fandom: Vestiphobia is the irrational fear of clothing. Someone suffering from this condition can expect to experience a very high amount of anxiety fro
reflexion,54,easy,What was the first name of the father of the Bronte sisters?,PATRICK,"However, based on general knowledge, I can tell you that the father of the Bronte sisters was Patrick Brontë. His full name was Patrick Brunty, but he",0.0,False,False,knowledge_gap,3,1,357,12.82,{'web_search': 1},reflexion,"web_search(forced): Brontë family - Wikipedia: The Brontë family can be traced to the Irish clan Ó Pronntaigh, which literally means ""descendant of Pronntach"". They were a family of hereditary scribes"
reflexion,55,easy,Which major computer language shares it's name with an Indonesian Island ?,JAVA,The final answer is: Java,1.0,True,False,correct,3,1,294,7.96,{'web_search': 1},reflexion,"web_search(forced): List of islands of Indonesia - Wikipedia: The islands of Indonesia, also known as the Indonesian Archipelago (Kepulauan Indonesia) or Nusantara, may refer either to the islands com"
reflexion,56,easy,In which book did Edgar Linton marry Catherine Eamshaw?,WUTHERING HEIGHTS,"The final answer is ""Wuthering Heights"".",1.0,True,False,correct,3,1,372,9.94,{'web_search': 1},reflexion,"web_search(forced): Catherine Earnshaw - Wikipedia: During Heathcliff's absence, Catherine marries Edgar Linton and moves into Thrushcross Grange, where she lives peacefully, her every desire indulged"
reflexion,57,easy,"Which Italian liqueur is a key ingredient of the well known cocktail, Harvey Wallbanger?",GALLIANO,"However, based on general knowledge, the key ingredient of the well-known cocktail, Harvey Wallbanger, is Galliano, an Italian liqueur.",0.0,False,False,knowledge_gap,3,1,307,9.1,{'web_search': 1},reflexion,"web_search(forced): Vermouth - Wikipedia: As previously stated, vermouth is an ingredient in the martini, one of the most popular and well-known cocktails. At first, martinis used sweet vermouth.[4] A"
reflexion,58,easy,"Staten Island, New York, is at the mouth of which river?",Hudson,The final answer is: Hudson River,1.0,True,False,correct,3,1,599,23.98,{'web_search': 1},reflexion,web_search(forced): Boroughs of New York City - Wikipedia: New York City was originally confined to Manhattan Island and the smaller surrounding islands that formed New York County.Most of the borough
reflexion,59,hard,"The Statue of Liberty, officially presented to the United States on July 4, 1884, holds a torch and ",Right,The torch is held in her right hand.,1.0,True,False,correct,3,1,295,8.02,{'web_search': 1},reflexion,web_search(forced): Statue of Liberty - Wikipedia: The Statue of Liberty (Liberty Enlightening the World; French: La Liberté éclairant le monde) is a colossal neoclassical sculpture of a robed and cro
reflexion,60,easy,Of which country is Yingluck Shinawatra the Prime Minister?,THAILAND,Thailand.,1.0,True,False,correct,3,1,341,7.59,{'web_search': 1},reflexion,"web_search(forced): Yingluck Shinawatra - Wikipedia: Yingluck Shinawatra (Thai: ยิ่งลักษณ์ ชินวัตร, RTGS: Yinglak Chinnawat, pronounced [jîŋ.lák tɕʰīn.nā.wát] ⓘ; born 21 June 1967) is a Thai businessw"
reflexion,61,easy,"Which French chemist, regarded as the father of modern chemistry, was guillotined in 1794?",LAVOISIER,The final answer is Antoine Lavoisier.,1.0,True,False,correct,3,1,401,9.25,{'web_search': 1},reflexion,"web_search(forced): Antoine Lavoisier - Wikipedia: At the height of the French Revolution, he was charged with tax fraud and selling adulterated tobacco, and was guillotined despite appeals to spare h"
reflexion,62,easy,Who wrote the opera Faust in 1859?,Charles Gounod,The final answer is: Charles Gounod.,1.0,True,False,correct,3,1,284,8.42,{'web_search': 1},reflexion,"web_search(forced): Faust (opera) - Wikipedia: It debuted at the Théâtre Lyrique on the Boulevard du Temple in Paris on 19 March 1859, with influential sets designed by Charles-Antoine Cambon and Jose"
reflexion,63,easy,"Neal Foulds, John Dunning and Mark Williams are associated with which sport?",Snooker,"The sport associated with Neal Foulds, John Dunning and Mark Williams is snooker.",0.0,False,False,knowledge_gap,3,1,297,9.19,{'web_search': 1},reflexion,web_search(forced): 1992 World Snooker Championship - Wikipedia: The 1992 World Snooker Championship was a professional ranking snooker tournament that took place between 18 April and 4 May 1992 at th
reflexion,64,easy,Who is the current presenter of BBC Radio 4 programme Desert Island Discs?,Kirsty Young,"The current presenter of BBC Radio 4 programme ""Desert Island Discs"" is Lauren Laverne.",0.0,False,False,knowledge_gap,3,1,270,9.18,{'web_search': 1},reflexion,"web_search(forced): Lauren Laverne - Wikipedia: She presents the late morning to lunch time show on BBC Radio 6 Music, and in 2018 became the host of the long-running radio show Desert Island Discs.

"
reflexion,65,medium,"Dragon boat racing, as part of a complex of ceremonies, is thought to have originated where?",China,"The final answer is: Guangdong Province, China.",1.0,True,False,correct,3,1,310,9.26,{'web_search': 1},reflexion,web_search(forced): Dragon boat - Wikipedia: A dragon boat is a human-powered watercraft that originated in the Pearl River Delta region of southern China's Guangdong Province. These were made of teak
reflexion,66,easy,What is the pole called which is used for propelling a barge or punt?,A quant,The final answer is: Setting Pole or Barge Pole.,0.0,False,False,knowledge_gap,3,1,318,9.26,{'web_search': 1},reflexion,"web_search(forced): Setting pole - Wikipedia: A setting pole or quant (quant pole) is a pole, handled by a crew member, to move boats, barges (in which case it is also called a barge pole) or punts by"
reflexion,67,easy,The Walker Art Gallery is in which UK city?,Liverpool,Liverpool.,1.0,True,False,correct,3,1,205,4.97,{'web_search': 1},reflexion,web_search(forced): Walker Art Gallery - Wikipedia: The Walker Art Gallery is a Grade II* listed art gallery in Liverpool which houses one of the largest art collections in England outside London. It 
reflexion,68,medium,"Who performed in the first concert link into space, which was sent from Anaheim California to the sp",Paul McCartney,Paul McCartney.,1.0,True,False,correct,3,1,276,7.76,{'web_search': 1},reflexion,"web_search(forced): Music in space - Wikipedia: Upon achieving a space rendezvous in Earth orbit with their sister ship Gemini 7 in December 1965, Schirra and Stafford played a rendition of ""Jingle Be"
reflexion,69,easy,Which canal is known as the 'Highway to India'?,Suez Canal,"The Suez Canal is known as the ""Highway to India"".",1.0,True,False,correct,3,1,298,8.44,{'web_search': 1},reflexion,"web_search(forced): Suez Crisis - Wikipedia: The Suez Crisis also known as the Second Arab–Israeli War, the Tripartite Aggression in the Arab world and as the Sinai War in Israel, was a British–French"
reflexion,70,easy,What major American city is located on Puget Sound?,Seattle,Seattle.,1.0,True,False,correct,3,1,244,7.02,{'web_search': 1},reflexion,"web_search(forced): Seattle - Wikipedia: Seattle is located between the saltwater Puget Sound (an arm of the Pacific Ocean) to the west and Lake Washington to the east. The city's chief harbor, Elliot"
reflexion,71,medium,"In which North African country was Mohammed Al-Fayed, owner of Harrods department store in London, b",Egypt,Egypt.,1.0,True,False,correct,3,1,285,10.09,{'web_search': 1},reflexion,"web_search(forced): Mohamed Al-Fayed - Wikipedia: Mohamed Abdel Moneim Al-Fayed was an Egyptian businessman. His residence and primary business interests were in the United Kingdom from the mid-1960s,"
reflexion,72,hard,What is the name for a set of marks stamped on gold and silver articles to attest to the genuineness,Hall Mark,The final answer is: **Gold Hallmark**,0.0,False,False,knowledge_gap,3,1,308,8.31,{'web_search': 1},reflexion,"web_search(forced): Your Guide to Gold Markings and Stamps on Jewelry: Sep 5, 2023 · What is a gold hallmark? It’s a mark that is stamped on gold jewelry to indicate its purity—and value. You may have"
reflexion,73,easy,Who played the role of George Carter in The Sweeney?,Dennis Waterman,The final answer is: Dennis Waterman.,1.0,True,False,correct,3,1,273,6.47,{'web_search': 1},reflexion,"web_search(forced): Dennis Waterman - Wikipedia: Dennis Waterman was an English actor and singer. He was best known for his tough-guy leading roles in television series including The Sweeney, Minder a"
reflexion,74,easy,What is the main ingredient in borscht?,Beetroot,The final answer is: Beets.,0.0,False,False,knowledge_gap,3,1,307,8.72,{'web_search': 1},reflexion,"web_search(forced): Borscht - Wikipedia: Ingredients and preparation. Borscht can include beef, pork, beets, other vegetables, herbs, and spices.Shanghai's Haipai cuisine, tomatoes are the main ingred"
reflexion,75,easy,"""In the film of the same name, what was the name of """"The Hustler""""?""","""""""Fast Eddie"""" Felson""",The final answer is: Minnesota Fats.,0.0,False,False,knowledge_gap,3,1,310,8.54,{'web_search': 1},reflexion,web_search(forced): Same Name (TV Series 2011– ) - IMDb: Rating 7.2/10(50)A reality series in which celebrities trade places with total strangers who happen to share the same name. Even though they ha
reflexion,76,easy,Which Russian author died at Astapovo Railway Station in 1910 of pneumonia?,Leo Tolstoy,The final answer is Leo Tolstoy.,1.0,True,False,correct,3,1,414,12.35,{'web_search': 1},reflexion,"web_search(forced): The Final Days of Leo Tolstoy Captured in Rare Footage from 1910: Nov 20, 2024 · Leo Tolstoy—the author who gave us two major Russian classics Anna Karenina and War & Peace—died at"
reflexion,77,easy,What country does Waterford crystal come from?,Ireland,Ireland.,1.0,True,False,correct,3,1,266,8.29,{'web_search': 1},reflexion,"web_search(forced): Waterford Crystal - Wikipedia: Waterford Crystal is an Irish manufacturer of crystal glassware, especially cut glass products. It is named after the city of Waterford in Ireland.

"
reflexion,78,easy,Who was the Georgia Peach?,Ty Cobb,Ty Cobb was the Georgia Peach.,1.0,True,False,correct,3,1,413,12.11,{'web_search': 1},reflexion,"web_search(forced): Ty Cobb - Wikipedia: Tyrus Raymond Cobb (December 18, 1886 [1] – July 17, 1961), nicknamed "" the Georgia Peach "", was an American professional baseball center fielder. A native of "
reflexion,79,easy,What railway line is green on the traditional map of the London Underground (Tube)?,District Line,The Circle line is typically green on a traditional map of the London Underground (Tube).,0.0,False,False,knowledge_gap,3,1,415,13.69,{'web_search': 1},reflexion,"web_search(forced): Circle line (London Underground) - Wikipedia: The Circle line is a spiral-shaped London Underground line, running from Hammersmith in the west to Edgware Road and then looping arou"
reflexion,80,medium,"What were Scotsmen prohibited from wearing 1746-1782 under the Highland Garb Act, after the rising i",Tartan,"Under the Highland Garb Act (also known as the Act Prohibiting the Wear of the Highland Dress) passed in 1746, Scotsmen were prohibited from wearing t",0.0,False,False,knowledge_gap,3,1,411,13.98,{'web_search': 1},reflexion,web_search(forced): History of the kilt - Wikipedia: The exact age of the great kilt is still under debate. Earlier carvings or illustrations prior to the 16th century appearing to show the kilt may s
reflexion,81,hard,The Black Hawk War was for possession of lands east of the Mississippi. In which modern day state wa,Illinois,* The treaty of 1804 had ceded all Indian lands east,0.0,False,False,knowledge_gap,3,1,395,14.69,{'web_search': 1},reflexion,"web_search(forced): Black Hawk War | US-Native American Conflict, 1832 - Britannica: Louis in November 1804, by which the Indians agreed to cede to the United States all of their lands east of the Mis"
reflexion,82,easy,"Who won the Best Actress Oscar for the 1988 film, The Accused?",Jodie Foster,"Jodie Foster won the Best Actress Oscar for the 1988 film, The Accused.",0.0,False,False,knowledge_gap,3,1,246,7.52,{'web_search': 1},reflexion,"web_search(forced): The Accused (1988 film) - Wikipedia: Jodie Foster 's performance received widespread critical acclaim, earning her the Academy Award for Best Actress. The Accused received positive"
reflexion,83,medium,"The fictitious station of Walford East, which features in the UK television series ‘Eastenders’, rep",Bromley-By-Bow,"The fictitious station of Walford East, which features in the UK television series 'Eastenders', replaces the London Underground station Mile End on t",0.0,False,False,knowledge_gap,3,1,266,9.59,{'web_search': 1},reflexion,"web_search(forced): EastEnders - Wikipedia: Set in the fictional borough of Walford in the East End of London, the programme follows the stories of local residents and their families as they go about "
reflexion,84,easy,"""""""Yabba dabba doo"""" was a catch-phrase in which cartoon series?""",The Flintstones,The final answer is: The Flintstones.,1.0,True,False,correct,3,1,319,9.03,{'web_search': 1},reflexion,"web_search(forced): Yabba Dabba Doo - Wikipedia: Yabba Dabba Doo is the catchphrase of Fred Flintstone. Yabba Dabba Doo may also refer toYabba Dabba Doo!, 1986 video game based on The Flintstones.

10"
reflexion,85,easy,"Vijay Singh, a US Masters champion, comes from where?",Fiji,Fiji.,1.0,True,False,correct,3,1,253,6.79,{'web_search': 1},reflexion,"web_search(forced): Vijay Singh - Wikipedia: In 1998, he won his first major championship, the PGA Championship, and two years later the Masters. In 2004, Singh had one of the best seasons in the hist"
reflexion,86,easy,What is the equivalent rank in the British Army of the German rank Oberst?,COLONEL,The equivalent rank in the British Army of the German rank Oberst is Colonel.,0.0,False,False,knowledge_gap,3,1,265,10.15,{'web_search': 1},reflexion,web_search(forced): List of comparative military ranks - Wikipedia: This article is a list of various nations' armed forces ranking designations. Comparisons are made between the different systems use
reflexion,87,easy,The razorbill and guillemot are members of which bird family?,AUK,The final answer is: Alcidae (Auk),1.0,True,False,correct,3,1,329,9.96,{'web_search': 1},reflexion,"web_search(forced): Auk - Wikipedia: Auks or alcids are birds of the family Alcidae in the order Charadriiformes. The alcid family includes the murres, guillemots, auklets, puffins, and murrelets.

Gu"
reflexion,88,easy,"Which jockey, later famous in another sphere, rode Devon Loch in the 1956 Grand National?",DICK FRANCIS,Dick Francis.,1.0,True,False,correct,3,1,309,8.22,{'web_search': 1},reflexion,"web_search(forced): Aintree Hurdle - Wikipedia: He famously rode Devon Loch in the Grand National, and he was leading the race on the run-in when the horse jumped and was overtaken.[1] Since 2017 the "
reflexion,89,easy,Which is the only US state to begin with the letter ‘U’?,Utah,Utah.,1.0,True,False,correct,3,1,261,7.32,{'web_search': 1},reflexion,"web_search(forced): List of U.S. states - Simple English Wikipedia, the free encyclopedia: List of U.S. states This article lists the 50 states of the United States. It also lists their populations, t"
reflexion,90,easy,Jimmy Wales and Larry Sanger founded which website in 2001?,Wikipedia,Wikipedia.,1.0,True,False,correct,3,1,277,9.81,{'web_search': 1},reflexion,"web_search(forced): Wikipedia - Wikipedia: Founded by Jimmy Wales and Larry Sanger in 2001, Wikipedia has been hosted since 2003 by the Wikimedia Foundation, an American nonprofit organization funded "
reflexion,91,easy,The Inca people lived in which continent before conquest by the Spanish?,South America,South America.,1.0,True,False,correct,3,1,353,7.99,{'web_search': 1},reflexion,"web_search(forced): Inca Empire - Wikipedia: From 1438 to 1533, the Incas incorporated a large portion of western South America, centered on the Andean Mountains, using conquest and peaceful assimilat"
reflexion,92,easy,Elliot Carver is the villain in which James Bond film?,Tomorrow Never Dies,The final answer is: Tomorrow Never Dies (1997),1.0,True,False,correct,3,1,399,15.9,{'web_search': 1},reflexion,"web_search(forced): Tomorrow Never Dies - Wikipedia: ... film's novelization by Raymond Benson. While many reviewers compared Elliot Carver to Rupert Murdoch, Feirstein based the character on Robert M"
reflexion,93,medium,"In physics, what is a substance that continually deforms/flows under applied stress, including liqui",Fluid,"A substance that continually deforms/flows under applied stress, including liquids, gases and plasmas is called a **fluid**.",0.0,False,False,knowledge_gap,3,1,374,13.82,{'web_search': 1},reflexion,web_search(forced): A substance that continuously deforms under an applied class 11...: Second option is fluid. The atoms are loosely packed in fluids and less force is required to deform the fluids. 
reflexion,94,easy,Who is the current (Jan 2014) Secretary of State for Education?,Michael Gove,The current (Jan 2014) Secretary of State for Education is Nicky Morgan.,0.0,False,False,knowledge_gap,3,1,307,9.52,{'web_search': 1},reflexion,web_search(forced): Secretary of State for Education - Wikipedia: Secretary of State for Education (2010–present) ; Nicky Morgan · MP for Loughborough · 15 July 2014 · 13 July 2016 ; Justine Greening 
reflexion,95,hard,"Which event held in Alberta, Canada, which bills itself as The Greatest Outdoor Show on Earth, is a ",The Calgary Stampede,"The Calgary Stampede is a large festival, exhibition, and rodeo held for 10 days every summer in July, attracting more than 1.2 million visitors.",0.0,False,False,knowledge_gap,3,1,387,14.91,{'web_search': 1},reflexion,"web_search(forced): Legislative Assembly of Alberta - Wikipedia: The Legislative Assembly of Alberta is the deliberative assembly of the province of Alberta, Canada. It sits in the Alberta Legislature"
reflexion,96,medium,"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with g",Dorothy Parker,Dorothy Parker,1.0,True,False,correct,3,1,303,7.64,{'web_search': 1},reflexion,"web_search(forced): Quote Origin: Not a Book To Be Lightly Thrown Aside. Should ...: Mar 26, 2013 · Wish I’d Said That: Groucho Marx mentioned a new novel at the Beverly Hills Saloon. “It’s not a book"
reflexion,97,easy,"""What profession requires the artist to know about """"F stops""""?""",Photography,The final answer is: A. Photography.,1.0,True,False,correct,3,1,261,9.01,{'web_search': 1},reflexion,"web_search(forced): Quizwise.com | Daily General Knowledge Quiz for December 1, 2022: What profession requires the artist to know about ""F stops""? A. Photography. B. Carpentry. C. Baking. D. Truck dri"
reflexion,98,medium,"In Wagner's opera 'Das Rheingold', what was the name of the dwarf who stole the gold from the 'Rhine",'ALBERICH',The dwarf who stole the gold from the 'Rhine Maidens' in Wagner's opera 'Das Rheingold' is Alberich.,0.0,False,False,knowledge_gap,3,1,356,10.99,{'web_search': 1},reflexion,"web_search(forced): Alberich - Wikipedia: In Götterdämmerung (the fourth opera in Wagner's cycle), Hagen, the murderer of the hero Siegfried, is the half-human half-dwarf son of Alberich by Grimhilde,"
reflexion,99,medium,"In 2005, Dan Wheldon became the first British competitor to win what event in over 30 years?",Indianapolis 500,The Indianapolis 500.,1.0,True,False,correct,3,1,307,9.79,{'web_search': 1},reflexion,"web_search(forced): 2005 IndyCar Series - Wikipedia: Dan Wheldon was the dominant driver in the series in 2005, winning six races, including the 89th running of the Indianapolis 500, setting the recor"
plan_execute,0,easy,Who released a 2011 album entitled ‘Born This Way’?,Lady Gaga,Lady Gaga.,1.0,True,False,correct,6,4,567,12.96,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Born This Way (album) - Wikipedia: Born This Way is the second studio album by American singer Lady Gaga. [b] It was released by Interscope Records on May 23, 2011. Gaga co-wrote "
plan_execute,1,easy,What was the nationality of composer Frederic Chopin?,Polish,Polish.,1.0,True,False,correct,6,4,628,12.11,"{'web_search': 3, 'calculator': 1}",plan_execute,"Step 1 (web_search): Memorials to Frédéric Chopin - Wikipedia: Frédéric Chopin monument in Żelazowa Wola, the composer's birthplace.Chopin's Żelazowa Wola birthplace, and the Chopin family parlor in W"
plan_execute,2,easy,"""What purple berry from South America has been promoted as a """"superfood""""?""",Açaí berry,Açaí berry.,1.0,True,False,correct,6,4,544,15.21,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Açaí palm - Wikipedia: The species is native to eastern Amazonia, especially in Brazil, mainly in swamps and floodplains. Açaí palms are tall, slender trees growing to more than 2"
plan_execute,3,easy,For which county did Ted Dexter play cricket for most of his career?,Sussex,"Unfortunately, none of the steps provided any information that would help determine which county Ted Dexter played cricket for. The steps only mention",0.0,False,False,knowledge_gap,6,4,569,14.67,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Ted Dexter - Wikipedia: He captained England in 30 test matches out of his 62 test match appearances. He was known by the nickname Lord Ted. He is credited for his instrumental ro
plan_execute,4,easy,"A kittel, or kitl, is what, traditionally worn by male Jews?",Burial shroud,"A kittel is traditionally worn by male Jews as a white linen or cotton robe, typically on holidays, in the synagogue, or at home when leading the Pass",0.0,False,False,knowledge_gap,6,4,592,17.64,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Jewish religious clothing - Wikipedia: Jewish religious clothing is apparel worn by Jews in connection with the practice of the Jewish religion. Jewish religious clothing has chan
plan_execute,5,easy,Thomas Hardy's famous novel is 'Far from the Madding (What?)'?,Crowd,Crowd.,1.0,True,False,correct,6,4,523,15.43,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Far from the Madding Crowd - Wikipedia: Far from the Madding Crowd is the fourth published novel by English author Thomas Hardy; and his first major literary success. It was publi
plan_execute,6,easy,Bernie Ecclestone and Flavio Briatore were at one time co-owners of which Premier League club?,QUEENS PARK RANGERS,Queens Park Rangers (QPR) Football Club.,1.0,True,False,correct,6,4,640,19.58,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Bernie Ecclestone - Wikipedia: On 3 September 2007, it was announced that Ecclestone and Flavio Briatore had bought Queens Park Rangers (QPR) Football Club. [49] In December 2007,"
plan_execute,7,medium,Which BBC2 comedy is set around the church of St Saviours in the Marshes in Hackney?,REV,"Unfortunately, I don't have any information that directly answers your question about which BBC2 comedy is set around the church of St Saviours in the",0.0,False,False,knowledge_gap,6,4,515,14.47,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Diane Morgan - Wikipedia: Diane Morgan (born 5 October 1975) is an English actress, comedian and writer.the Hackney Empire New Act of the Year award in 2006, and as runner-up in t"
plan_execute,8,easy,Which Holiday movie favourite featured a character called Kevin McCallister?,Home Alone,Home Alone.,1.0,True,False,correct,6,4,434,10.81,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Home alone movie: Home Alone is a 1990 American Christmas comedy film directed by Chris Columbus and written and produced by John Hughes. The first film in the Home Alone franchis
plan_execute,9,medium,Which Chilean socialist leader was deposed and killed by General Pinochet during a U.S. backed coup ,(Salvador) Allende,Salvador Allende.,1.0,True,False,correct,6,4,556,14.25,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): 1973 Chilean coup d'état: The 1973 Chilean coup d'état (Spanish: Golpe de Estado en Chile de 1973) was a military overthrow of the socialist president of Chile Salvador Allende an
plan_execute,10,easy,"""Who wrote the TV series """"Pennies From Heaven"""", and """"The Singing Detective""""?""",DENNIS POTTER,Lawrence Kasdan.,0.0,False,False,knowledge_gap,6,4,548,18.08,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Hotel Portofino - Wikipedia: Hotel Portofino is a British period drama television series, created and written by Matt Baker. It is about a British family in the 1920s who own and "
plan_execute,11,easy,An alkali turns red litmus paper what colour/color?,Blue,An alkali turns red litmus paper blue.,1.0,True,False,correct,6,4,573,14.71,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Alkalies and Salts: Properties and Identification: An alkali turns red litmus paper blue. Teacher should explain the corrosive properties of alkalis.Activity 7.2: Effects of Alkal
plan_execute,12,easy,What fictional spy show showcases the dysfunctional International Secret Intelligence Service (ISIS),Archer,The Gabriel Allon series by Daniel Silva.,0.0,False,False,knowledge_gap,6,4,590,15.1,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Gabriel Allon - Wikipedia: The success of their joint operations against ISIS in The Black Widow and House of Spies is said in the later books to have all but eliminated the decad
plan_execute,13,easy,To whom did the risen Jesus say 'Touch me not'?,Mary Magdelene,Mary Magdalene.,1.0,True,False,correct,6,4,931,12.9,{'web_search': 4},plan_execute,"Step 1 (web_search): John 20:17-18 KJV - Jesus saith unto her, Touch me not; for ...: 17 Jesus saith unto her, Touch me not; for I am not yet ascended to my Father: but go to my brethren, and say unto"
plan_execute,14,medium,Why was Korean short-track speedskater Kim Dong-Sung disqualified from the men's 1500 metre final at,Cross-tracking,He was disqualified for interfering with Apolo Ohno's attempt to pass him.,0.0,False,False,multi_step_failure,6,4,866,15.14,{'web_search': 4},plan_execute,Step 1 (web_search): List of Olympic records in short-track speed skating - Wikipedia: This is the list of current Olympic records in short track speed skating. Contents. 1 Men's records; 2 Women's re
plan_execute,15,medium,Which was the first group to have a number one hit in the USA for Motown Records?,The Marvelettes,"The Supremes were the first group to have a number one hit in the USA for Motown Records with their song ""Where Did Our Love Go"" in 1964.",0.0,False,False,knowledge_gap,6,4,493,14.95,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Michael Jackson - Wikipedia: Michael Joseph Jackson was an American singer, songwriter, dancer, and philanthropist. Dubbed the ""King of Pop"", he is widely regarded as one of the m"
plan_execute,16,easy,Where are the police called heddlu?,Wales,"South Wales Police is called ""Heddlu De Cymru"" in Welsh.",0.0,False,False,knowledge_gap,6,4,598,18.62,"{'web_search': 3, 'calculator': 1}",plan_execute,Step 1 (web_search): Welsh toponymy - Wikipedia: The Welsh language is a Western Brittonic language descended from the Common Brittonic spoken throughout Britain in the centuries before the Anglo-Saxo
